Index,Minute,Team,Player,Position,Type,Shot outcome,Origin_Xcoord,Origin_Ycoord,Destination_Xcoord,Destination_Ycoord,Pass_Recipient
5,0,France,Antoine Griezmann,Center Attacking Midfield,Pass,,61,40.1,48,43.2,Aurélien Djani Tchouaméni
8,0,France,Aurélien Djani Tchouaméni,Right Defensive Midfield,Pass,,49.7,43.6,96,1.8,Olivier Giroud
10,0,Argentina,Nahuel Molina Lucero,Right Back,Pass,,22.7,80,36,75.2,Rodrigo Javier De Paul
16,0,Argentina,Rodrigo Javier De Paul,Right Center Midfield,Pass,,41.1,73.9,23.2,62.8,Cristian Gabriel Romero
19,0,Argentina,Cristian Gabriel Romero,Right Center Back,Pass,,24.7,59.4,21.5,32.2,Nicolás Hernán Otamendi
22,0,Argentina,Nicolás Hernán Otamendi,Left Center Back,Pass,,24,27.1,21.7,49.3,Cristian Gabriel Romero
25,0,Argentina,Cristian Gabriel Romero,Right Center Back,Pass,,22.1,49.8,24,27.3,Nicolás Hernán Otamendi
28,0,Argentina,Nicolás Hernán Otamendi,Left Center Back,Pass,,21.7,24.5,26.6,3.1,Nicolás Alejandro Tagliafico
32,0,Argentina,Nicolás Alejandro Tagliafico,Left Back,Pass,,29.2,2.5,45.6,4.2,Alexis Mac Allister
38,1,Argentina,Nicolás Alejandro Tagliafico,Left Back,Pass,,44.1,3.8,20.8,11.9,Nicolás Hernán Otamendi
40,1,Argentina,Nicolás Hernán Otamendi,Left Center Back,Pass,,21.7,17.7,19.7,33.3,Cristian Gabriel Romero
43,1,Argentina,Cristian Gabriel Romero,Right Center Back,Pass,,30.9,42.5,27.9,22.6,Nicolás Hernán Otamendi
46,1,Argentina,Nicolás Hernán Otamendi,Left Center Back,Pass,,29.8,29.2,27,45.9,Cristian Gabriel Romero
49,1,Argentina,Cristian Gabriel Romero,Right Center Back,Pass,,32.1,54.5,25.9,31.6,Nicolás Hernán Otamendi
52,1,Argentina,Nicolás Hernán Otamendi,Left Center Back,Pass,,24.7,29,5.6,42.3,Damián Emiliano Martínez
56,1,Argentina,Damián Emiliano Martínez,Goalkeeper,Pass,,3.9,43.4,53.1,72.9,
61,1,France,Theo Bernard François Hernández,Left Back,Pass,,68.5,5.7,72.1,13.4,Adrien Rabiot
64,1,France,Adrien Rabiot,Left Defensive Midfield,Pass,,72.3,13.4,73.6,4.7,Theo Bernard François Hernández
68,1,France,Theo Bernard François Hernández,Left Back,Pass,,73.2,4,47.1,7.4,
71,1,France,Theo Bernard François Hernández,Left Back,Pass,,61.2,7,44.1,37.4,Raphaël Varane
74,2,France,Raphaël Varane,Right Center Back,Pass,,53.1,44.9,45.2,67.1,Jules Koundé
77,2,France,Jules Koundé,Right Back,Pass,,43.2,70.3,58.2,77.4,Ousmane Dembélé
81,2,Argentina,Nicolás Alejandro Tagliafico,Left Back,Pass,,72.6,0.1,69.6,7.6,Alexis Mac Allister
84,2,Argentina,Alexis Mac Allister,Left Center Midfield,Pass,,67.4,20.7,77.5,36.9,Lionel Andrés Messi Cuccittini
88,2,Argentina,Lionel Andrés Messi Cuccittini,Right Wing,Pass,,76.6,35.7,116.2,8.9,Ángel Fabián Di María Hernández
91,2,Argentina,Ángel Fabián Di María Hernández,Left Wing,Pass,,116,8.9,104.9,49.3,
95,2,Argentina,Rodrigo Javier De Paul,Right Center Midfield,Pass,,93.1,53.2,100.4,57.7,Lionel Andrés Messi Cuccittini
98,2,Argentina,Lionel Andrés Messi Cuccittini,Right Wing,Pass,,99.3,57.3,96.7,49.8,Rodrigo Javier De Paul
101,2,Argentina,Rodrigo Javier De Paul,Right Center Midfield,Pass,,96.7,49.8,110.9,44.6,Julián Álvarez
103,3,France,Hugo Lloris,Goalkeeper,Pass,,9.2,35.5,67.8,60.7,Olivier Giroud
106,3,France,Olivier Giroud,Center Forward,Pass,,67.8,60.7,75.5,63.3,Antoine Griezmann
110,3,Argentina,Alexis Mac Allister,Left Center Midfield,Pass,,48.9,15.4,39.2,16.6,Nicolás Hernán Otamendi
114,3,Argentina,Nicolás Hernán Otamendi,Left Center Back,Pass,,37.4,19.2,26,29.3,Cristian Gabriel Romero
118,3,Argentina,Cristian Gabriel Romero,Right Center Back,Pass,,27.4,29.9,64.2,43.6,Lionel Andrés Messi Cuccittini
122,3,Argentina,Rodrigo Javier De Paul,Right Center Midfield,Pass,,64.2,43.6,57.2,26.7,Nicolás Hernán Otamendi
124,3,Argentina,Nicolás Hernán Otamendi,Left Center Back,Pass,,57.2,26.7,54.4,37.8,Enzo Fernandez
127,3,Argentina,Enzo Fernandez,Center Defensive Midfield,Pass,,54.8,37.8,56.5,60.5,Cristian Gabriel Romero
130,3,Argentina,Cristian Gabriel Romero,Right Center Back,Pass,,56.1,61.3,67.9,73.5,Nahuel Molina Lucero
133,3,Argentina,Nahuel Molina Lucero,Right Back,Pass,,68.9,74.4,79,59.8,Lionel Andrés Messi Cuccittini
136,3,France,Adrien Rabiot,Left Defensive Midfield,Pass,,47.5,14.5,50.5,20.7,
140,3,Argentina,Lionel Andrés Messi Cuccittini,Right Wing,Pass,,67.9,59,49,60.3,Cristian Gabriel Romero
143,3,Argentina,Cristian Gabriel Romero,Right Center Back,Pass,,50.5,58.1,89.3,3.6,Ángel Fabián Di María Hernández
147,4,Argentina,Ángel Fabián Di María Hernández,Left Wing,Pass,,89.5,3.4,82.4,7.4,Nicolás Alejandro Tagliafico
149,4,Argentina,Nicolás Alejandro Tagliafico,Left Back,Pass,,82.4,7.4,96.1,14.3,Alexis Mac Allister
152,4,Argentina,Alexis Mac Allister,Left Center Midfield,Pass,,96.1,14.3,106.4,3.1,Ángel Fabián Di María Hernández
157,4,Argentina,Nicolás Alejandro Tagliafico,Left Back,Pass,,108.9,0.1,93.1,5.7,Alexis Mac Allister
161,4,Argentina,Alexis Mac Allister,Left Center Midfield,Pass,,87.8,7.6,82.6,35,Lionel Andrés Messi Cuccittini
166,4,France,Kylian Mbappé Lottin,Left Wing,Pass,,38.8,46.8,32.1,30.5,Adrien Rabiot
169,4,France,Adrien Rabiot,Left Defensive Midfield,Pass,,31.3,28.2,33.4,7.9,Theo Bernard François Hernández
172,4,France,Theo Bernard François Hernández,Left Back,Pass,,33.6,7.9,38.3,14.9,Adrien Rabiot
174,4,Argentina,Lionel Andrés Messi Cuccittini,Right Wing,Pass,,81.8,65.2,70.2,67.7,Rodrigo Javier De Paul
177,4,Argentina,Rodrigo Javier De Paul,Right Center Midfield,Pass,,84.6,49.8,103.6,15.5,Ángel Fabián Di María Hernández
179,4,France,Jules Koundé,Right Back,Pass,,16.5,64.6,28.3,71.4,Ousmane Dembélé
181,4,France,Ousmane Dembélé,Right Wing,Pass,,28.3,71.4,17.2,77.2,Jules Koundé
184,4,France,Jules Koundé,Right Back,Pass,,17.2,77.2,27.2,68.4,Antoine Griezmann
188,4,France,Antoine Griezmann,Center Attacking Midfield,Pass,,27.6,68.2,21.4,60.3,
189,4,Argentina,Julián Álvarez,Center Forward,Pass,,98.7,19.8,92.3,21.5,Alexis Mac Allister
192,4,Argentina,Alexis Mac Allister,Left Center Midfield,Shot,Saved,92.4,30,117.3,38.3,
194,4,France,Hugo Lloris,Goalkeeper,Pass,,8.8,41.9,76,42.1,
201,4,Argentina,Enzo Fernandez,Center Defensive Midfield,Pass,,56.5,39.7,66.4,42.9,
204,4,France,Adrien Rabiot,Left Defensive Midfield,Pass,,53.1,36.3,41.3,35.7,Dayotchanculle Upamecano
207,4,France,Dayotchanculle Upamecano,Left Center Back,Pass,,41.5,35.7,58.7,7.4,Theo Bernard François Hernández
210,5,France,Theo Bernard François Hernández,Left Back,Pass,,61.6,7.7,69.3,5.3,Kylian Mbappé Lottin
213,5,France,Kylian Mbappé Lottin,Left Wing,Pass,,68.7,5.9,56.1,10.2,Theo Bernard François Hernández
216,5,France,Theo Bernard François Hernández,Left Back,Pass,,55.7,10.2,41.3,16.2,Dayotchanculle Upamecano
219,5,France,Dayotchanculle Upamecano,Left Center Back,Pass,,36.8,21.3,41.1,38.2,Aurélien Djani Tchouaméni
222,5,France,Aurélien Djani Tchouaméni,Right Defensive Midfield,Pass,,43.9,51.3,66.8,60.1,Ousmane Dembélé
225,5,France,Jules Koundé,Right Back,Pass,,56.7,76.7,21.9,51.3,Hugo Lloris
227,5,France,Hugo Lloris,Goalkeeper,Pass,,19.9,51.1,27.2,56.6,Raphaël Varane
230,5,France,Raphaël Varane,Right Center Back,Pass,,39.4,51.9,42.2,25.2,Dayotchanculle Upamecano
233,5,France,Dayotchanculle Upamecano,Left Center Back,Pass,,44.3,23.3,69.3,5.1,Theo Bernard François Hernández
241,5,France,Theo Bernard François Hernández,Left Back,Pass,,46.5,34.4,40.7,54.7,Jules Koundé
244,5,France,Jules Koundé,Right Back,Pass,,37.9,54.7,34.5,34.8,Raphaël Varane
246,5,France,Raphaël Varane,Right Center Back,Pass,,36.8,36.7,45.8,32.3,Theo Bernard François Hernández
252,5,France,Adrien Rabiot,Left Defensive Midfield,Pass,,53.3,33.3,51.6,62.4,Ousmane Dembélé
254,6,France,Ousmane Dembélé,Right Wing,Pass,,64.6,76.1,44.1,71.4,Jules Koundé
257,6,France,Jules Koundé,Right Back,Pass,,42.4,66,33.2,55.6,Raphaël Varane
260,6,France,Raphaël Varane,Right Center Back,Pass,,33.6,32.7,39.4,26.9,Dayotchanculle Upamecano
263,6,France,Dayotchanculle Upamecano,Left Center Back,Pass,,46.7,22.6,54.6,39.1,Raphaël Varane
266,6,France,Raphaël Varane,Right Center Back,Pass,,46,48.7,39.6,25.4,Dayotchanculle Upamecano
269,6,France,Dayotchanculle Upamecano,Left Center Back,Pass,,39.6,25.2,33.8,36.5,Raphaël Varane
272,6,France,Raphaël Varane,Right Center Back,Pass,,25.3,51.5,23.1,26.7,Dayotchanculle Upamecano
275,6,France,Dayotchanculle Upamecano,Left Center Back,Pass,,23.6,27.3,50.9,64.1,Ousmane Dembélé
278,6,France,Ousmane Dembélé,Right Wing,Pass,,52.2,66.7,45.8,60.5,Antoine Griezmann
282,6,France,Antoine Griezmann,Center Attacking Midfield,Pass,,51.8,59,51.2,45.5,Aurélien Djani Tchouaméni
286,6,France,Aurélien Djani Tchouaméni,Right Defensive Midfield,Pass,,63.8,13,61,5.1,Adrien Rabiot
291,6,France,Adrien Rabiot,Left Defensive Midfield,Pass,,52.9,6.6,53.5,19.2,Aurélien Djani Tchouaméni
295,6,France,Aurélien Djani Tchouaméni,Right Defensive Midfield,Pass,,50.9,26,46,49.4,Raphaël Varane
298,7,France,Raphaël Varane,Right Center Back,Pass,,67,51.1,99.9,8.9,
299,7,Argentina,Rodrigo Javier De Paul,Right Center Midfield,Pass,,20.2,71.2,16.1,60.3,Nahuel Molina Lucero
301,7,Argentina,Nahuel Molina Lucero,Right Back,Pass,,16.3,60.3,47.1,63.9,Lionel Andrés Messi Cuccittini
306,7,Argentina,Enzo Fernandez,Center Defensive Midfield,Pass,,34.3,50.2,38.8,53.4,Lionel Andrés Messi Cuccittini
309,7,Argentina,Lionel Andrés Messi Cuccittini,Right Wing,Pass,,39.2,48.1,65.3,35.4,Alexis Mac Allister
315,7,Argentina,Alexis Mac Allister,Left Center Midfield,Pass,,75.8,26.9,94.2,14.1,Ángel Fabián Di María Hernández
318,7,Argentina,Ángel Fabián Di María Hernández,Left Wing,Pass,,98.5,10.2,92.9,11.3,Alexis Mac Allister
321,7,Argentina,Alexis Mac Allister,Left Center Midfield,Pass,,89.5,12.3,84.1,21.3,Enzo Fernandez
324,7,Argentina,Enzo Fernandez,Center Defensive Midfield,Pass,,88,23.9,93.7,20.3,Alexis Mac Allister
331,7,Argentina,Julián Álvarez,Center Forward,Pass,,110.6,17.9,106.4,12.3,Ángel Fabián Di María Hernández
337,7,Argentina,Ángel Fabián Di María Hernández,Left Wing,Pass,,115.1,21.3,98.7,51.7,Rodrigo Javier De Paul
340,7,Argentina,Rodrigo Javier De Paul,Right Center Midfield,Shot,Blocked,99.2,47.9,108.1,,
343,8,Argentina,Lionel Andrés Messi Cuccittini,Right Wing,Pass,,120,80,116.6,54.5,
345,8,Argentina,Rodrigo Javier De Paul,Right Center Midfield,Pass,,95.2,65.6,107.9,72.9,Lionel Andrés Messi Cuccittini
350,8,Argentina,Lionel Andrés Messi Cuccittini,Right Wing,Pass,,108.2,74.4,86.3,67.5,Rodrigo Javier De Paul
353,8,Argentina,Rodrigo Javier De Paul,Right Center Midfield,Pass,,87.7,67.7,108.7,41.5,
360,11,France,Hugo Lloris,Goalkeeper,Pass,,9,38.2,80.5,56,Olivier Giroud
362,11,France,Olivier Giroud,Center Forward,Pass,,74.3,58.3,88.2,63.5,
364,11,Argentina,Nicolás Alejandro Tagliafico,Left Back,Pass,,31.9,16.6,51.6,26.5,Julián Álvarez
367,11,France,Adrien Rabiot,Left Defensive Midfield,Pass,,68.5,53.6,79.2,62.8,Antoine Griezmann
369,11,France,Antoine Griezmann,Center Attacking Midfield,Pass,,78.5,63.3,82.6,57.3,Olivier Giroud
371,11,France,Olivier Giroud,Center Forward,Pass,,79.8,58.1,84.5,49.4,
374,11,Argentina,Cristian Gabriel Romero,Right Center Back,Pass,,35.6,33.9,39.4,30.5,Enzo Fernandez
378,11,Argentina,Rodrigo Javier De Paul,Right Center Midfield,Pass,,31.5,28.8,42,22.2,Alexis Mac Allister
381,11,Argentina,Alexis Mac Allister,Left Center Midfield,Pass,,41.8,22,44.8,3.6,Ángel Fabián Di María Hernández
384,11,Argentina,Ángel Fabián Di María Hernández,Left Wing,Pass,,43.9,2.7,31.1,5.3,Nicolás Alejandro Tagliafico
387,11,Argentina,Nicolás Alejandro Tagliafico,Left Back,Pass,,31.1,5.3,18.7,14.1,Nicolás Hernán Otamendi
390,11,Argentina,Nicolás Hernán Otamendi,Left Center Back,Pass,,18,14.7,6,33.5,Damián Emiliano Martínez
393,11,Argentina,Damián Emiliano Martínez,Goalkeeper,Pass,,6.5,41.6,10.1,48.9,Cristian Gabriel Romero
396,11,Argentina,Cristian Gabriel Romero,Right Center Back,Pass,,9.3,48.9,27.9,48.1,Enzo Fernandez
399,11,Argentina,Enzo Fernandez,Center Defensive Midfield,Pass,,33.9,51.1,112.1,58.1,Julián Álvarez
402,11,France,Raphaël Varane,Right Center Back,Pass,,8,22,2.6,29,Hugo Lloris
405,11,France,Hugo Lloris,Goalkeeper,Pass,,3.3,29.7,53.1,19.2,
406,11,Argentina,Nahuel Molina Lucero,Right Back,Pass,,67,60.9,64.7,49.3,Enzo Fernandez
409,11,Argentina,Enzo Fernandez,Center Defensive Midfield,Pass,,68.3,51.1,76.9,63.9,Rodrigo Javier De Paul
412,11,Argentina,Rodrigo Javier De Paul,Right Center Midfield,Pass,,79.8,70.1,79.8,54.3,Lionel Andrés Messi Cuccittini
415,11,Argentina,Lionel Andrés Messi Cuccittini,Right Wing,Pass,,80.5,47.8,105.1,14.7,Ángel Fabián Di María Hernández
418,11,Argentina,Ángel Fabián Di María Hernández,Left Wing,Pass,,106.4,16.2,106.4,39.1,Lionel Andrés Messi Cuccittini
423,12,Argentina,Ángel Fabián Di María Hernández,Left Wing,Pass,,101.9,13,96.7,23.7,Rodrigo Javier De Paul
427,12,Argentina,Rodrigo Javier De Paul,Right Center Midfield,Pass,,96.7,24.7,97.8,33.7,Lionel Andrés Messi Cuccittini
434,12,France,Hugo Lloris,Goalkeeper,Pass,,15.4,36.1,84.7,48.9,
435,12,Argentina,Nicolás Hernán Otamendi,Left Center Back,Pass,,35.4,31.2,74.5,28.6,
438,12,France,Raphaël Varane,Right Center Back,Pass,,45.2,52.4,65.7,71.6,Antoine Griezmann
441,12,France,Antoine Griezmann,Center Attacking Midfield,Pass,,66.4,74.4,55.4,77.2,Jules Koundé
444,12,France,Jules Koundé,Right Back,Pass,,61.2,77.4,74.7,65.6,Ousmane Dembélé
453,12,France,Ousmane Dembélé,Right Wing,Pass,,90.3,66.3,93.3,19.2,Theo Bernard François Hernández
456,13,France,Theo Bernard François Hernández,Left Back,Pass,,94.2,17.7,100.6,14.3,Kylian Mbappé Lottin
459,13,France,Kylian Mbappé Lottin,Left Wing,Pass,,99.1,19.2,99.5,28.2,Adrien Rabiot
463,13,France,Adrien Rabiot,Left Defensive Midfield,Pass,,99.5,28.2,116.6,29,Kylian Mbappé Lottin
466,13,Argentina,Damián Emiliano Martínez,Goalkeeper,Pass,,4.8,42.3,22.1,24.7,Nicolás Hernán Otamendi
468,13,Argentina,Nicolás Hernán Otamendi,Left Center Back,Pass,,22.3,23,31.3,26,Enzo Fernandez
470,13,Argentina,Enzo Fernandez,Center Defensive Midfield,Pass,,31.5,26,23.6,19.6,Nicolás Hernán Otamendi
473,13,Argentina,Nicolás Hernán Otamendi,Left Center Back,Pass,,23.4,21.5,14.8,51.3,Cristian Gabriel Romero
477,13,Argentina,Cristian Gabriel Romero,Right Center Back,Pass,,16.5,55.1,57.8,43.8,Julián Álvarez
479,13,Argentina,Julián Álvarez,Center Forward,Pass,,57.6,43.6,52.5,56.2,Lionel Andrés Messi Cuccittini
481,13,Argentina,Lionel Andrés Messi Cuccittini,Right Wing,Pass,,52.5,56.4,59.5,52.6,Julián Álvarez
484,13,Argentina,Julián Álvarez,Center Forward,Pass,,59.5,52.6,56.1,55.5,Lionel Andrés Messi Cuccittini
487,13,Argentina,Alexis Mac Allister,Left Center Midfield,Pass,,63.8,33.7,79.2,10.4,Ángel Fabián Di María Hernández
493,13,Argentina,Ángel Fabián Di María Hernández,Left Wing,Pass,,86.5,22.2,87.1,51.9,Lionel Andrés Messi Cuccittini
496,13,Argentina,Lionel Andrés Messi Cuccittini,Right Wing,Pass,,95.2,48.5,104.9,35.2,Julián Álvarez
499,13,Argentina,Nicolás Alejandro Tagliafico,Left Back,Pass,,94.8,20.5,109.1,21.5,Ángel Fabián Di María Hernández
501,14,France,Hugo Lloris,Goalkeeper,Pass,,13.9,48.5,76.2,64.6,Olivier Giroud
504,14,France,Olivier Giroud,Center Forward,Pass,,76.6,64.8,89,74.4,Ousmane Dembélé
509,14,France,Ousmane Dembélé,Right Wing,Pass,,89.5,75.9,80,74.4,Olivier Giroud
512,14,France,Olivier Giroud,Center Forward,Pass,,79.8,74.4,80.9,62.6,Antoine Griezmann
521,14,Argentina,Julián Álvarez,Center Forward,Pass,,46.7,24.5,45.6,35.2,Rodrigo Javier De Paul
524,14,Argentina,Rodrigo Javier De Paul,Right Center Midfield,Pass,,52.7,39.9,62.9,23.5,Alexis Mac Allister
527,14,Argentina,Alexis Mac Allister,Left Center Midfield,Pass,,64.4,20.7,75.6,9.6,Ángel Fabián Di María Hernández
531,14,Argentina,Ángel Fabián Di María Hernández,Left Wing,Pass,,76.4,6.8,55.7,4.9,Nicolás Alejandro Tagliafico
534,14,Argentina,Nicolás Alejandro Tagliafico,Left Back,Pass,,53.7,4,62.9,13.6,Alexis Mac Allister
537,14,Argentina,Alexis Mac Allister,Left Center Midfield,Pass,,63.2,17.3,56.1,33.5,Enzo Fernandez
540,14,Argentina,Enzo Fernandez,Center Defensive Midfield,Pass,,55.2,37.6,66.8,71.4,Nahuel Molina Lucero
542,14,Argentina,Nahuel Molina Lucero,Right Back,Pass,,68.1,72.4,47.3,61.8,Cristian Gabriel Romero
545,14,Argentina,Cristian Gabriel Romero,Right Center Back,Pass,,47.3,57.5,51.2,25.6,Nicolás Hernán Otamendi
548,15,Argentina,Nicolás Hernán Otamendi,Left Center Back,Pass,,62.3,20.9,77.3,3.1,Ángel Fabián Di María Hernández
552,15,Argentina,Ángel Fabián Di María Hernández,Left Wing,Pass,,76.2,2.3,62.5,5.3,Nicolás Alejandro Tagliafico
555,15,Argentina,Nicolás Alejandro Tagliafico,Left Back,Pass,,62.3,5.7,57.2,17.7,Enzo Fernandez
558,15,Argentina,Enzo Fernandez,Center Defensive Midfield,Pass,,57.6,17.7,47.3,22,Nicolás Hernán Otamendi
561,15,Argentina,Nicolás Hernán Otamendi,Left Center Back,Pass,,46.9,23,48.4,27.1,Enzo Fernandez
563,15,Argentina,Enzo Fernandez,Center Defensive Midfield,Pass,,47.8,28.4,42.4,47,Cristian Gabriel Romero
566,15,Argentina,Cristian Gabriel Romero,Right Center Back,Pass,,52.9,53.2,68.3,3.4,Ángel Fabián Di María Hernández
569,15,Argentina,Ángel Fabián Di María Hernández,Left Wing,Pass,,68.3,3.4,56.3,12.8,Nicolás Hernán Otamendi
572,15,Argentina,Nicolás Hernán Otamendi,Left Center Back,Pass,,54.2,17,91.8,78.6,Nahuel Molina Lucero
574,15,France,Theo Bernard François Hernández,Left Back,Pass,,19.1,0.1,22.7,7.7,Adrien Rabiot
576,15,France,Adrien Rabiot,Left Defensive Midfield,Pass,,27.6,5.9,19.7,17.1,Dayotchanculle Upamecano
579,15,France,Dayotchanculle Upamecano,Left Center Back,Pass,,19.1,23.5,19.7,41.9,Raphaël Varane
582,15,France,Raphaël Varane,Right Center Back,Pass,,39.8,57.7,33,71.6,Jules Koundé
585,16,France,Jules Koundé,Right Back,Pass,,33.4,69,24.2,32.5,Dayotchanculle Upamecano
588,16,France,Dayotchanculle Upamecano,Left Center Back,Pass,,27,31.8,45.2,6.4,Theo Bernard François Hernández
591,16,France,Theo Bernard François Hernández,Left Back,Pass,,41.8,4.7,45.4,8.1,Kylian Mbappé Lottin
596,16,Argentina,Lionel Andrés Messi Cuccittini,Right Wing,Pass,,89.3,58.8,110.2,56.8,Rodrigo Javier De Paul
598,16,Argentina,Rodrigo Javier De Paul,Right Center Midfield,Pass,,110.2,56.8,106.4,45.5,Lionel Andrés Messi Cuccittini
602,16,Argentina,Ángel Fabián Di María Hernández,Left Wing,Shot,Off T,103.1,34.6,120,39.6,
604,16,France,Hugo Lloris,Goalkeeper,Pass,,7,44.1,65.1,61.6,
606,16,Argentina,Alexis Mac Allister,Left Center Midfield,Pass,,55,18.5,82.4,27.1,
609,16,France,Raphaël Varane,Right Center Back,Pass,,27.4,54.3,26.6,38.9,Dayotchanculle Upamecano
612,17,France,Dayotchanculle Upamecano,Left Center Back,Pass,,26.6,38.7,28.1,54.1,Raphaël Varane
615,17,France,Raphaël Varane,Right Center Back,Pass,,38.5,59.8,63.8,77.4,Ousmane Dembélé
618,17,France,Ousmane Dembélé,Right Wing,Pass,,68.7,65,62.7,51.9,Adrien Rabiot
621,17,France,Adrien Rabiot,Left Defensive Midfield,Pass,,56.7,47.4,70.8,8.5,Theo Bernard François Hernández
624,17,France,Theo Bernard François Hernández,Left Back,Pass,,73.2,8.5,83.7,4.9,Kylian Mbappé Lottin
628,17,France,Kylian Mbappé Lottin,Left Wing,Pass,,81.8,5.1,68.9,7.7,Theo Bernard François Hernández
631,17,France,Theo Bernard François Hernández,Left Back,Pass,,57.6,7.4,45,14.3,Dayotchanculle Upamecano
634,17,France,Dayotchanculle Upamecano,Left Center Back,Pass,,45,18.1,42.6,51.9,Raphaël Varane
637,17,France,Raphaël Varane,Right Center Back,Pass,,57.6,60.1,55.9,74.8,Jules Koundé
640,17,France,Jules Koundé,Right Back,Pass,,53.7,75.9,68.9,77,Ousmane Dembélé
643,17,France,Ousmane Dembélé,Right Wing,Pass,,70.6,77.6,75.8,71.4,Jules Koundé
646,17,France,Jules Koundé,Right Back,Pass,,75.8,71.4,92.9,77.6,Ousmane Dembélé
649,17,France,Ousmane Dembélé,Right Wing,Pass,,103.1,78.2,105.3,74.8,
651,17,France,Jules Koundé,Right Back,Pass,,100.1,80,74.5,61.8,Raphaël Varane
654,18,France,Raphaël Varane,Right Center Back,Pass,,74.9,59,69.1,41.9,Dayotchanculle Upamecano
657,18,France,Dayotchanculle Upamecano,Left Center Back,Pass,,70.2,34.2,85.2,5.3,Theo Bernard François Hernández
660,18,France,Theo Bernard François Hernández,Left Back,Pass,,85.4,5.3,86.7,14.1,Kylian Mbappé Lottin
662,18,France,Kylian Mbappé Lottin,Left Wing,Pass,,86.7,14.1,103.6,7.9,Theo Bernard François Hernández
669,19,France,Antoine Griezmann,Center Attacking Midfield,Pass,,112.3,13.4,114.1,43.4,
672,19,Argentina,Damián Emiliano Martínez,Goalkeeper,Pass,,4.3,36.3,8.6,47.8,Cristian Gabriel Romero
674,19,Argentina,Cristian Gabriel Romero,Right Center Back,Pass,,14.6,49.1,29.6,47.8,Enzo Fernandez
677,19,Argentina,Enzo Fernandez,Center Defensive Midfield,Pass,,31.7,48.5,25.5,24.3,Nicolás Hernán Otamendi
680,19,Argentina,Nicolás Hernán Otamendi,Left Center Back,Pass,,29.4,22.8,42.4,5.3,Nicolás Alejandro Tagliafico
683,19,Argentina,Nicolás Alejandro Tagliafico,Left Back,Pass,,42,6.1,32.8,17.7,Nicolás Hernán Otamendi
686,19,Argentina,Nicolás Hernán Otamendi,Left Center Back,Pass,,32.4,20.3,30,47.8,Cristian Gabriel Romero
689,19,Argentina,Cristian Gabriel Romero,Right Center Back,Pass,,33.4,51.3,45.4,51.5,Rodrigo Javier De Paul
691,19,Argentina,Rodrigo Javier De Paul,Right Center Midfield,Pass,,45,52.3,33.6,54.5,Cristian Gabriel Romero
694,19,Argentina,Cristian Gabriel Romero,Right Center Back,Pass,,33.4,56.8,48.6,74.8,Nahuel Molina Lucero
697,19,Argentina,Nahuel Molina Lucero,Right Back,Pass,,50.1,75.2,41.6,62.4,Rodrigo Javier De Paul
700,19,Argentina,Rodrigo Javier De Paul,Right Center Midfield,Pass,,41.3,62,40.1,23.7,Nicolás Hernán Otamendi
703,19,Argentina,Nicolás Hernán Otamendi,Left Center Back,Pass,,61.9,19.8,65.9,1.9,Ángel Fabián Di María Hernández
706,19,Argentina,Ángel Fabián Di María Hernández,Left Wing,Pass,,65.5,2.5,51.2,14.5,Nicolás Hernán Otamendi
709,20,Argentina,Nicolás Hernán Otamendi,Left Center Back,Pass,,48.4,14.7,39.2,40.1,Cristian Gabriel Romero
712,20,Argentina,Cristian Gabriel Romero,Right Center Back,Pass,,40.9,47.2,49.9,48.3,Rodrigo Javier De Paul
715,20,Argentina,Rodrigo Javier De Paul,Right Center Midfield,Pass,,49.9,48.3,39.6,47,Cristian Gabriel Romero
718,20,Argentina,Cristian Gabriel Romero,Right Center Back,Pass,,39.8,46.6,45.2,26.5,Nicolás Hernán Otamendi
721,20,Argentina,Nicolás Hernán Otamendi,Left Center Back,Pass,,49.3,22.8,54.8,32.9,Enzo Fernandez
724,20,Argentina,Enzo Fernandez,Center Defensive Midfield,Pass,,56.1,33.9,71.1,56.4,Lionel Andrés Messi Cuccittini
727,20,Argentina,Lionel Andrés Messi Cuccittini,Right Wing,Pass,,89.5,65,99.5,74.6,Nahuel Molina Lucero
731,20,Argentina,Nahuel Molina Lucero,Right Back,Pass,,94.4,74.8,74.5,69.7,Rodrigo Javier De Paul
734,20,Argentina,Rodrigo Javier De Paul,Right Center Midfield,Pass,,73.9,68.2,65.9,33.9,Nicolás Hernán Otamendi
737,20,Argentina,Nicolás Hernán Otamendi,Left Center Back,Pass,,65.9,32,74.7,33.3,Enzo Fernandez
739,20,Argentina,Enzo Fernandez,Center Defensive Midfield,Pass,,74.7,33.3,64.9,30.9,Nicolás Hernán Otamendi
742,20,Argentina,Nicolás Hernán Otamendi,Left Center Back,Pass,,64.2,32.2,68.5,23,Enzo Fernandez
746,20,Argentina,Enzo Fernandez,Center Defensive Midfield,Pass,,68.7,22.6,54.8,41.6,Cristian Gabriel Romero
749,20,Argentina,Cristian Gabriel Romero,Right Center Back,Pass,,54.6,46.1,56.7,64.7,Rodrigo Javier De Paul
752,20,Argentina,Rodrigo Javier De Paul,Right Center Midfield,Pass,,57,64.5,69.6,53.8,Enzo Fernandez
759,20,Argentina,Alexis Mac Allister,Left Center Midfield,Pass,,92,35.2,94.2,47,Julián Álvarez
